,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,pred_num_pix,pred_sum_pix,true_num_pix,true_sum_pix,ke,true_ke
21717,7509,32,1.7105974619921192,True,True,True,[24],[0.02631579],9,9.186849,-1,-1.0,11.354027,-1.0
21718,7511,41,1.081872512263171,True,True,True,[44 28],[0.9117647  0.00190114],33,36.643463,32,649.0374755859375,45.28766,43.193022397025004
21719,7511,43,1.0818401437525427,True,False,True,[45],[0.8965517],26,18.137661,29,325.3928527832031,22.416336,19.20926527066123
21720,7512,25,3.5056809287295385,False,False,False,[],[],40,34.064316,-1,-1.0,42.10009,-1.0
21721,7512,27,1.7105906379997553,True,True,True,[62  5],[0.88235295 0.00520833],48,30.659807,48,530.6668090820312,37.892456,33.60942534123742
21722,7512,29,0.7650146484375,True,False,True,[63  1],[0.84210527 0.01369863],18,20.67723,17,324.3778076171875,25.55499,23.61020852638364
21723,7512,31,0.7649993896484375,True,True,True,[61  7],[0.74       0.01034483],46,32.609653,41,488.9544982910156,40.302273,35.19137760055187
21724,7512,33,inf,False,True,True,[52],[1.],31,32.079098,31,641.5946044921875,39.646557,42.73273987956239
21725,7513,18,291.15158384111174,False,True,True,[23 19],[0.80851066 0.00865801],47,36.830723,38,456.891845703125,45.519093,37.40523021926273
21726,7513,21,0.764984130859375,True,False,True,[47  1],[0.77272725 0.04195804],61,40.13252,56,606.4959716796875,49.59978,39.48666433344118
21727,7514,31,0.764984130859375,True,True,True,[39],[0.974359],39,39.3913,38,701.3560180664062,48.68371,41.7548726310564
21728,7514,47,1.8738643876055603,True,False,True,[70],[0.9285714],40,25.498724,41,517.4993896484375,31.513874,40.91166703287088
21729,7514,49,1.0818509328615227,True,True,True,[75 10],[0.375      0.01898734],13,7.166459,-1,-1.0,8.857027,-1.0
21730,7515,25,1.081872512263171,True,False,True,[37 19],[0.7096774 0.0130719],31,18.059376,22,256.0093688964844,22.319584,24.636336215515325
