,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,pred_num_pix,pred_sum_pix,true_num_pix,true_sum_pix,ke,true_ke
428,163,40,0.764984130859375,True,True,False,[],[],50,32.031166,-1,-1,39.58732,-1
429,164,48,0.764984130859375,True,False,False,[],[],60,33.864876,-1,-1,41.853603,-1
430,164,50,1.081850933722383,True,True,False,[],[],55,28.914564,-1,-1,35.73551,-1
431,165,20,inf,False,False,False,[],[],62,28.467772,-1,-1,35.18332,-1
432,165,24,0.764984130859375,True,True,False,[],[],16,11.144651,-1,-1,13.773675,-1
433,165,26,1.0818940912343977,True,True,False,[],[],1,0.5993473,-1,-1,0.7407333,-1
434,166,37,inf,False,True,False,[],[],24,22.93575,-1,-1,28.346292,-1
435,166,42,0.7649993896484375,True,True,False,[],[],29,18.12981,-1,-1,22.406633,-1
436,166,44,1.8738456997614816,True,False,False,[],[],11,12.406282,-1,-1,15.332925,-1
437,167,34,3.1542065942617166,False,False,False,[],[],19,24.195988,-1,-1,29.903822,-1
438,168,7,1.0818833016949811,True,True,False,[],[],14,11.339056,-1,-1,14.01394,-1
439,169,21,0.764984130859375,True,False,False,[],[],48,22.972567,-1,-1,28.391796,-1
440,169,23,1.0818617225085447,True,False,False,[],[],21,9.153498,-1,-1,11.312808,-1
441,170,11,inf,False,True,False,[],[],16,15.632851,-1,-1,19.32064,-1
442,170,58,0.7650146484375,True,False,False,[],[],40,23.31242,-1,-1,28.811821,-1
443,171,18,2.758244525076097,False,False,False,[],[],20,15.362053,-1,-1,18.985962,-1
444,172,40,0.7649993896484375,True,True,False,[],[],34,19.92838,-1,-1,24.629484,-1
445,172,42,1.7106179338058773,True,True,False,[],[],24,16.778725,-1,-1,20.736826,-1
446,172,44,0.7650146484375,True,True,False,[],[],63,31.638107,-1,-1,39.10154,-1
447,172,46,inf,False,False,False,[],[],40,26.742163,-1,-1,33.05064,-1
448,173,5,0.7649993896484375,True,True,False,[],[],53,39.70423,-1,-1,49.07046,-1
449,173,29,inf,False,True,False,[],[],39,28.859905,-1,-1,35.667957,-1
450,173,35,18.199896963277993,False,True,False,[],[],8,5.400261,-1,-1,6.674183,-1
451,174,0,1.081872512263171,True,True,False,[],[],41,28.410114,-1,-1,35.11206,-1
452,174,26,3.8249969482421875,False,False,False,[],[],3,1.8107693,-1,-1,2.2379298,-1
453,174,32,1.530029296875,True,True,False,[],[],62,35.61193,-1,-1,44.012787,-1
454,174,34,4.589996337890625,False,False,False,[],[],1,0.40468243,-1,-1,0.50014704,-1
455,175,20,0.7649993896484375,True,False,False,[],[],36,36.518448,-1,-1,45.133152,-1
456,175,33,0.764984130859375,True,False,False,[],[],34,24.023552,-1,-1,29.690708,-1
457,176,9,inf,False,True,False,[],[],30,15.437634,-1,-1,19.079372,-1
458,176,33,0.7649993896484375,True,True,False,[],[],31,28.2195,-1,-1,34.87648,-1
459,176,35,3.154169586288344,False,True,False,[],[],13,20.334871,-1,-1,25.131868,-1
460,177,10,0.7649993896484375,True,True,False,[],[],44,21.172623,-1,-1,26.167246,-1
461,177,23,1.081872512263171,True,True,False,[],[],34,20.998934,-1,-1,25.952583,-1
462,177,25,0.7649993896484375,True,False,False,[],[],46,28.068087,-1,-1,34.68935,-1
463,177,27,0.7649993896484375,True,False,False,[],[],20,17.75845,-1,-1,21.947668,-1
464,178,18,inf,False,True,False,[],[],42,47.033497,-1,-1,58.1287,-1
465,179,18,0.7650146484375,True,False,False,[],[],2,1.0452712,-1,-1,1.2918507,-1
